"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/int_page_io.csv --int --page --io 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"interrupts",,,"paging",,"io/total",
"138","139","140","in","out","read","writ"
0.000,43.105,0.023,0.465,14.621,5.210,36.480
0,20,0,0,0,0,0
0,18,0,0,0,0,18
0,15,0,0,0,0,0
0,19,0,0,0,0,0
0,38,0,0,0,0,0
0,33,0,0,0,0,0
0,18,0,0,0,0,22
0,15,0,0,0,0,0
0,15,0,0,0,0,0
0,15,0,0,0,0,514
0,16,0,0,0,0,0
0,34,0,0,0,0,0
0,17,0,0,0,0,20
0,14,0,0,0,0,0
0,18,0,0,0,0,0
0,33,0,0,0,0,0
0,16,0,0,0,0,0
0,33,0,0,0,0,0
0,22,0,0,0,0,16
0,15,0,0,0,0,0
0,14,0,0,0,0,0
0,21,0,0,0,0,0
0,16,0,0,0,0,34
0,39,0,0,0,0,0
0,29,0,0,0,0,588
0,21,0,0,0,0,0
0,33,0,0,0,0,0
0,16,0,0,0,0,0
0,16,0,0,0,0,16
0,34,0,0,0,0,0
0,15,0,0,0,0,0
0,19,0,0,0,0,0
0,17,0,0,0,0,0
0,16,0,0,0,0,28
0,14,0,0,0,0,0
0,39,0,0,0,0,0
0,24,0,0,0,0,0
0,23,0,0,0,0,0
0,20,0,0,0,0,0
0,23,0,0,0,0,30
0,15,0,0,0,0,0
0,41,0,0,0,0,0
0,14,0,0,0,0,0
0,17,0,0,0,0,0
0,15,0,0,0,0,24
0,11,0,0,0,8,632
0,25,0,0,0,0,0
0,35,0,0,0,0,0
0,15,0,0,0,0,30
0,32,0,0,0,0,0
0,22,0,0,0,0,0
0,14,0,0,0,0,0
0,18,0,0,0,0,0
0,35,0,0,0,0,16
0,12,0,0,0,0,0
0,13,0,0,0,0,44
0,18,0,0,0,0,36
0,17,0,0,0,0,0
0,15,0,0,0,0,0
0,43,0,0,0,0,0
0,34,0,0,0,0,0
0,21,0,0,0,0,26
0,15,0,0,0,0,0
0,13,0,0,0,0,0
0,14,0,0,0,0,0
0,40,0,0,0,0,0
0,14,0,0,0,0,0
0,19,0,0,0,0,16
0,14,0,0,0,0,0
0,15,0,0,0,0,0
0,12,0,0,0,0,0
0,62,0,0,0,0,0
0,28,0,0,0,0,40
